INDEX,TARGET_FLAG,TARGET_AMT,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
7050,1,13773.3622906264,2,40,3,12,91497.2555380258,No,284312.615563537,Yes,M,Ensino Superior,Profissional,37.09144755613,Comercial,23450,17,Tesouro Direto,no,0,0,No,2,1,Urbano
7051,0,0,0,50,0, ,99260.082642569,No,334108.284620849,Yes,M,Mestrado,Advogado,28.8371042003469,Pessoal,20940,17,Renda Fixa,no,0,0,No,4,18,Urbano
7054,0,0,0,46,0,12,49654.4577789468,No, ,No,F,Ensino Medio,Trabalho Manual,7.02393438959041,Pessoal,15450,1,CDB,no,0,0,No,0, ,Urbano
7055,0,0,0,37,0,12,49547.6947502569,No,0,No,F,Ensino Medio,Trabalho Administrativo,29.1951059222987,Pessoal,6450,4,CDB,no,0,0,No,0,1,Rural
7058,1,1972,0,52,0,14,15512.0883231346,No,117397.902788959,No,F,Ensino Fundamental,Trabalho Manual,52.1386288910502,Pessoal,26920,10,Renda Variavel,no,0,0,No,2,7,Urbano
7059,1,8712,2,58,2, ,89240.4549874265,No,287330.676549225,Yes,F,Mestrado,Gerente,58.3545836213998,Pessoal,10420,1,Renda Variavel,no,4528,5,No,3,22,Urbano
7060,0,0,0,47,0,12,102444.665560174,No,364619.738655824,Yes,F,Mestrado,Profissional,56.8577552926371,Pessoal,16440,17,Poupanca,no,0,0,No,1,10,Urbano
7061,0,0,0,46,0,11,174806.226373499,No,442157.506136409,Yes,M,PhD,Medico,37.5054135552989,Pessoal,18980,1,Poupanca,yes,0,0,No,2,12,Urbano
7062,0,0,0,47,0,10,166325.218180112,No,470327.381530457,No,M,Mestrado,Advogado,53.3290244265452,Pessoal,21970,10,Renda Fixa,yes,0,0,No,0,12,Urbano
7063,0,0,1,63,1,14,69277.1641987253,No,209786.656813265,Yes,F,Ensino Superior,Profissional,39.0415412451188,Pessoal,14730,9,Renda Variavel,no,0,0,No,0,11,Rural
7064,1,4390,1,41,2,13,65885.2638976076,Yes,0,No,F,Ensino Medio,Trabalho Manual,50.5473907917453,Comercial,8090,10,Renda Variavel,no,0,0,Yes,2,8,Urbano
7065,1,3642.59730487952,0,49,0,13,51676.5299929393,No,0,No,M,Ensino Medio,Trabalho Manual,31.8947492550658,Comercial,19390,6,Renda Fixa,yes,0,0,No,2,1,Urbano
7066,0,0,0,58,0,14,12930.5789159065,No,123551.18503958,Yes,F,Ensino Medio,Do Lar,38.744665360264,Pessoal,18110,1,Renda Variavel,no,0,0,Yes,0,6,Rural
7067,0,0,0,49,0,12,210234.784840101,No,500458.389338266,No,M,PhD,Medico,36.2133656796914,Pessoal,18000,6,Renda Fixa,no,0,0,No,0,8,Urbano
7068,0,0,0,55,0,14,189373.370923923,No,453613.916415782,Yes,F,Mestrado,Advogado,17.3400300931472,Pessoal,34770,7,Poupanca,no,0,0,No,1,15,Urbano
7069,0,0,0,47,0,7,28598.3517918947,No,102213.864957955,No,M,Ensino Medio,Trabalho Administrativo,45.8636720940359,Comercial,9060,1,Criptomeda,yes,0,0,No,0,7,Rural
7070,0,0,0,54,1,13,131382.616613751,No,371652.070938778,Yes,F,Mestrado,Advogado,25.1112454622055,Pessoal,16030,8,Poupanca,no,0,0,No,0,15,Urbano
7071,0,0,0,33,3,13,34200.2586809322,Yes,0,No,M,Ensino Medio,Gerente,14.3569759078442,Comercial,6610,4,Criptomeda,no,4502,1,No,6,1,Urbano
7072,1,1264,0,51,0,7,78328.9674730559,No,255809.504901996,Yes,F,Ensino Superior,Trabalho Manual,14.662591242085,Comercial,37070,4,Renda Fixa,no,996,3,No,1,11,Urbano
7073,1,3141,0,59,0,14,45593.8545657484,No,0,No,F,Ensino Medio,Trabalho Manual,31.4266022789892,Comercial,12570,4,Renda Variavel,no,9015,1,No,0,9,Urbano
7074,1,1511,0,60,0,15,8584.89877554587,No,114615.014986711,Yes,F,Ensino Superior,Profissional,52.3728569735446,Comercial,24900,6,Criptomeda,no,2033,4,No,1,11,Urbano
7075,1,2641,1,50,1,11,116927.425203415,Yes,0,No,F,PhD,Advogado,58.2020530986716,Pessoal,6300,1,Renda Variavel,no,0,0,No,7,12,Rural
7076,0,0,0,52,0,16,65267.5024147158,No,288825.332775133,Yes,M,Ensino Superior,Trabalho Manual,61.4170620650948,Comercial,15810,17,Poupanca,no,5171,2,No,0,1,Rural
7077,0,0,0,37,0,8,57891.5547766905,No,169651.016166114,No,M,Ensino Medio,Trabalho Manual,29.2216635195047,Comercial,15730,9,Poupanca,yes,0,0,No,0,10,Urbano
7078,0,0,0,49,0,9,114679.143536358,No,342865.148612722,Yes,M,Ensino Superior,Gerente,39.2756507921423,Comercial,17870,1,Renda Fixa,no,0,0,No,0,11,Urbano
7079,0,0,0,54,0,15,88232.5924584951,No,260694.395111764,Yes,M,Mestrado,Advogado,27.3493671036985,Pessoal,10320,12,Criptomeda,yes,15541,2,Yes,3,15,Urbano
7081,0,0,1,41,2, ,0,No,0,Yes,F,Ensino Fundamental,Estudante,22.0575666245805,Comercial,9260,3,Renda Variavel,no,0,0,No,3,1,Urbano
7082,0,0,0,34,2,7,71592.0450500359,Yes,0,No,M,Ensino Superior,Trabalho Manual,42.6450762505083,Comercial,31410,6,Tesouro Direto,no,0,0,No,0,13,Urbano
7083,0,0,2,37,3, ,7093.18333434186,Yes, ,No,F,Ensino Superior,Estudante,19.9820934205572,Pessoal,8560,13,Criptomeda,no,5489,3,No,3,13,Urbano
7084,1,4448,0,31,4,12,41854.6945322512,No,197553.495584062,Yes,F,Ensino Medio,Trabalho Administrativo,23.6376080635404,Pessoal,14330,11,Renda Variavel,no,0,0,No,0,1,Urbano
7085,0,0,0,55,0,14,61908.3538403024,No,227344.92783018,Yes,M,Mestrado,Advogado,43.4269436223496,Pessoal,13190,1,Poupanca,yes,2371,3,No,1,12,Urbano
7088,1,4906,0,58,0,8,4333.71979317366,No,0,No,M,Ensino Superior,Estudante,37.5831654929518,Comercial,7730,11,Criptomeda,yes,3229,2,No,5,13,Urbano
7089,1,4970,0,59,0,9,81254.2382672799,No, ,Yes,F,Mestrado,Gerente,13.9267152184043,Pessoal,20630,3,Renda Variavel,no,4562,1,No,0,12,Urbano
7090,0,0,0,53,2,10, ,No,363559.766504921,Yes,M,Mestrado, ,29.3744791820062,Comercial,23920,4,Tesouro Direto,yes,0,0,No,0,9,Rural
7091,0,0,0,45,0,11,54013.4043034126,No,0,No,F,PhD,Gerente,29.9681975416704,Pessoal,21450,4,Poupanca,no,0,0,No,2,10,Urbano
7092,1,5072,0,37,0,6,16069.1684870983,No,137553.669543803,Yes,M,Ensino Fundamental,Trabalho Manual,49.9920850801719,Comercial,10530,12,Criptomeda,no,1089,2,No,1,5,Urbano
7093,1,6978,0,46,0,12,96728.7809495999,No,270745.29196524,No,F,PhD,Do Lar,59.8207783917905,Comercial,16400,9,Criptomeda,no,4052,4,No,3,15,Urbano
7094,0,0,0,35,2,13,35643.3881444188,No,180708.665931238,Yes,F,Ensino Medio,Trabalho Manual,20.8101525066809,Pessoal,7810,4,Renda Variavel,no,0,0,No,3,1,Urbano
7095,0,0,0,39,0, ,36312.9656445978,No,161899.000393336,Yes,F,Ensino Medio,Trabalho Manual,31.6655913657853,Pessoal,9030,1,CDB,no,0,0,No,0,1,Urbano
7096,1,6663,0,46,0,14,48283.7366618468,No,180887.084662261,Yes,M,Ensino Fundamental,Trabalho Manual,48.9139659578297,Comercial,10880,3,Criptomeda,yes,28621,2,Yes,2,1,Urbano
7097,1,3270,0,42,0,10,78882.74331582,No,239376.823442131,Yes,M,Ensino Superior,Profissional,34.0077481548881,Pessoal,13590,1,Poupanca,no,0,0,No,3,1,Urbano
7098,0,0,0,46,0,14,9633.29946737212,No,128108.826253473,No,M,Ensino Fundamental,Trabalho Administrativo,37.3733525010991,Pessoal,22000,1,Poupanca,no,0,0,No,1,1,Urbano
7099,0,0,0,40,0,13,77047.0254010644,No,239932.99460828,Yes,M,Mestrado,Advogado,41.0677949744073,Pessoal,13200,4,Poupanca,no,20290,2,Yes,0,16,Urbano
7100,1,1710,0,39,0,10,77590.6092997889,No,0,No,F,Ensino Superior,Trabalho Manual,22.4103213384693,Comercial,13160,6,Renda Variavel,no,24983,2,Yes,4,11,Urbano
7101,1,23153.7432107944,0,39,3,7,36153.7176356931,Yes,0,No,F,Ensino Superior,Trabalho Administrativo,34.572780395285,Pessoal,10140,6,Renda Variavel,no,0,0,No,0,10,Urbano
7102,0,0,0,41,0,12,40033.7710408812,No,184276.884450408,Yes,M,Mestrado, ,5,Comercial,31560,6,Tesouro Direto,yes,0,0,No,2,13,Urbano
7103,0,0,0,50,0,12,45749.5898741503,No,187982.158690025,Yes,F,Ensino Medio,Trabalho Manual,48.5666399041511,Comercial,19490,10,Criptomeda,no,0,0,No,0,1,Urbano
7104,0,0,0,53,0,13,86562.0724730064,No,266574.810769319,Yes,F,Mestrado,Gerente,5,Pessoal,11900,17,Renda Variavel,no,0,0,No,0,14,Urbano
7106,0,0,1,45,3,15,20765.0968320121,No,0,Yes,F,Ensino Fundamental,Estudante,35.2765830170147,Pessoal,15250,10,Renda Variavel,no,0,0,No,1,8,Urbano
7107,1,5662,2,42,3,14,36463.4454140468,No,184090.997017026,Yes,F,Ensino Fundamental,Trabalho Manual,10.4136702805171,Comercial,5700,6,Renda Variavel,no,0,0,No,5,9,Urbano
7109,0,0,0,57,0,12,32805.2590241727,No,153560.434491942,Yes,F,Ensino Fundamental,Trabalho Manual,25.1722038058822,Comercial,22820,1,CDB,no,0,0,No,0,6,Rural
7110,1,19469.9391989523,1,40,2,11,52714.8066679464,No,177272.870784842,Yes,F,Ensino Medio,Trabalho Manual,18.6169684755184,Comercial,8370,1,CDB,no,4707,3,No,6,1,Urbano
7111,0,0,0,35,0,11,8344.2733353016,No,0,No,F,Ensino Medio,Do Lar,33.3738441263943,Pessoal,13340,10,Renda Variavel,no,0,0,No,5,7,Urbano
7112,0,0,0,47,0,8,36233.6632510669,No,151413.690537733,Yes,F,Ensino Superior,Gerente,30.6883558564611,Comercial,30870,4,CDB,no,0,0,No,3,5,Urbano
7113,0,0,0,58,0,14,215428.487225515,No,555878.496043667,Yes,M,PhD, ,31.9730023515228,Comercial,33730,1,Tesouro Direto,no,0,0,No,0,1,Urbano
7114,0,0,0,50,0,14,52751.8051388254,No,168324.462692509,Yes,M,Ensino Superior,Trabalho Manual,81.8753209188111,Comercial,9670,6,Criptomeda,yes,0,0,No,0,8,Rural
7115,1,8861,0,44,0,0,0,No,0,No,M,Ensino Medio,Estudante,40.0901041841852,Comercial,5900,13,Poupanca,no,8054,1,No,0,7,Urbano
7116,0,0,0,35,1,12,165624.099280761,Yes,0,No,M,Mestrado, ,17.4004417847911,Comercial,30030,7,Tesouro Direto,no,0,0,No,3,18,Urbano
7117,1,5300,0,37,2,8,82970.9213913322,No,240550.335948217,Yes,F,Mestrado, ,39.6629742252012,Pessoal,5200,10,Renda Variavel,no,5760,4,No,6,13,Urbano
7118,0,0,0,49,0,15,42241.8719747554,No,187645.168464799,Yes,M,Mestrado,Advogado,38.7643028915243,Pessoal,13270,1,Poupanca,no,0,0,No,0,16,Urbano
7119,0,0,0,48,0,13,131395.970858853,No,304657.552541131,Yes,M,Mestrado,Advogado,5,Pessoal,3080,6,Poupanca,no,0,0,No,2,17,Urbano
7120,0,0,0,45,0,14,68957.5271592621,No,190128.408679469,Yes,M,Ensino Medio,Trabalho Manual,36.1123012081352,Pessoal,13860,3,Poupanca,yes,0,0,No,1,1,Urbano
7123,0,0,0,37,2,0,0,Yes,72313.8647306001,No,F,PhD,Do Lar,5,Comercial,22810,4,Criptomeda,no,0,0,Yes,3, ,Rural
7124,1,5063,0,44,3,16,5408.81146786409,No,97652.5601099409,Yes,F,Ensino Fundamental,Estudante,30.0593658165761,Comercial,9390,4,Criptomeda,yes,8339,2,No,4,3,Rural
7126,0,0,0,45,3,11,115539.870460272,Yes,336608.418848626,No,F,Ensino Superior,Trabalho Manual,21.3397975524942,Comercial,6100,10,Renda Variavel,no,0,0,No,0,9,Urbano
7127,0,0,0,55,0,13,113228.319683945,No,279317.573968663,No,M,Ensino Superior,Profissional,44.6363313398923,Pessoal,15390,10,Poupanca,yes,23290,1,No,2,16,Urbano
7128,0,0,0,47,0,10,25906.5631189422,No,0,No,F,Ensino Medio,Trabalho Administrativo,22.1963831273472,Pessoal,7170,9,Renda Variavel,no,0,0,No,0,1,Rural
7129,0,0,0,42,0,13,78551.6850552431,No,246264.347379908,Yes,F,Ensino Superior,Profissional,65.6581664974713,Comercial,26420,7,Criptomeda,no,0,0,No,1,9,Rural
7130,0,0,0,48,0,13,91506.6849621363,No,254902.835487204,Yes,F,Ensino Superior,Profissional,44.956943057994,Pessoal,13980,7,CDB,no,0,0,No,0,12,Rural
7131,0,0,0,28,1,0,0,Yes,0,No,M,Ensino Medio,Estudante,13.7362549645636,Pessoal,15580,1,Poupanca,no,0,0,No,2,1,Urbano
7133,0,0,0,48,0,15,97732.5074839165,No,313284.836476164,Yes,F,Mestrado,Advogado,5.23723038142136,Pessoal,24600,6,Poupanca,no,0,0,No,1,18,Urbano
7135,1,1643,0,39,0,11,215157.995577293,No,0,No,M,PhD, ,34.1621218165957,Comercial,20520,1,Renda Fixa,yes,0,0,No,2,17,Urbano
7136,0,0,0,51,0,13,181674.053086185,No, ,No,F,Mestrado,Advogado,15.6358486516979,Pessoal,19670,10,Renda Variavel,no,0,0,No,0,12,Urbano
7137,0,0,1,40,1,13,71402.3331735766,No,238348.852770861,Yes,F,Mestrado,Advogado,43.9610030755671,Pessoal,8640,4,Renda Variavel,no,0,0,No,0,1,Rural
7138,0,0,0,44,2,16,42392.7432439811,No,150360.743176787,Yes,M,Ensino Superior,Trabalho Manual,26.9822669998363,Comercial,20040,12,Renda Fixa,yes,0,0,No,0,13,Urbano
7139,0,0,3,45,3,12,22737.6276481511,Yes,0,No,F,Ensino Fundamental,Trabalho Administrativo,95.2338381790343,Pessoal,13400,1,Renda Variavel,no,8935,3,No,4,1,Urbano
7140,0,0,0,41,0,12, ,No,0,No,M,Ensino Superior,Gerente,44.2530891762231,Comercial,23690,1,Tesouro Direto,yes,10052,2,No,3,11,Urbano
7141,1,17617.9791800902,0,39,0, ,97933.6026455449,No,297259.598190277,No,M,Mestrado, ,29.8144712501416,Comercial,16650,10,Renda Fixa,no,0,0,Yes,3,12,Urbano
7142,0,0,0,46,0,12,56006.4374012877,No,190937.870399741,Yes,M,Ensino Superior,Profissional,52.0807725874992,Comercial,30910,1,Tesouro Direto,yes,0,0,No,3,8,Urbano
7143,0,0,0,50,0,10,127892.539327229,No,0,No,M,Ensino Superior,Gerente,5,Comercial,28610,13,Tesouro Direto,yes,0,0,No,1,10,Urbano
7144,0,0,0,33,1,10,70565.197051871,No,241472.368226754,Yes,F,Mestrado,Advogado,9.74591124947265,Pessoal,16280,13,Renda Variavel,no,0,0,No,4,21,Urbano
7145,1,2865,0,51,0,9, ,No,207967.594962479,No,F,Ensino Superior,Profissional,47.5833577058701,Comercial,12990,10,Renda Variavel,no,5638,1,No,1,7,Urbano
7146,0,0,0,47,0,11,58363.0950761679,No,259843.576778158,Yes,M,Mestrado, ,32.4106688332236,Comercial,25930,1,Tesouro Direto,no,0,0,No,3,9,Urbano
7147,0,0,0,44,3,11,34255.4395983965,No,190620.379612173,Yes,M,Ensino Medio,Trabalho Administrativo,35.9723272640095,Comercial,4930,1,Criptomeda,yes,2091,3,No,3,10,Urbano
7148,0,0,0,63,0,9,61023.0047761611,No,224449.013631483,Yes,M,Mestrado,Advogado,48.328315633754,Pessoal,26620,8,Poupanca,no,0,0,No,5,13,Urbano
7149,0,0,0,46,0,13,78005.1422765142,No,267536.400445995,Yes,F,Mestrado,Advogado,51.9730918292316,Pessoal,16160,1,Renda Variavel,no,0,0,No,2,11,Urbano
7150,0,0,0,47,0,11,40429.9565072488,No,0,No,F,Mestrado,Gerente,45.4869540580821,Pessoal,10240,1,Poupanca,no,6128,2,No,1,16,Urbano
7153,0,0,1,41,2,12,10358.8331096663,No,75320.8589693525,Yes,F,Ensino Superior,Do Lar,41.8149815365079,Pessoal,16570,10,Renda Variavel,no,0,0,No,0,10,Urbano
7154,0,0,0,55,0,13,80504.956946517,No,0,No,F,Ensino Superior,Gerente,15.9116006103242,Pessoal,13760,6,CDB,no,0,0,No,0,8,Urbano
7155,0,0,0,46,0,10,91282.5188641951,No,277520.154926596,Yes,M,PhD, ,37.4008521247947,Comercial,26610,1,Tesouro Direto,yes,12861,2,No,0,13,Urbano
7156,0,0,0,43,0,13,116115.558463041,No,335494.473481293,Yes,F,Mestrado,Gerente,11.6303254773374,Pessoal,17640,1,Renda Variavel,no,0,0,No,0,18,Urbano
7158,0,0,0,31,3,14,38940.3767801799,No,193931.984928222,Yes,F,Ensino Medio,Trabalho Administrativo,15.6242984156687,Pessoal,5390,6,Renda Variavel,no,0,0,No,1,7,Rural
7160,0,0,0,40,0,0,0,No,103198.745586556,Yes,F,Ensino Superior,Do Lar,48.4422693118494,Pessoal,1500,6,CDB,no,0,0,No,0,10,Rural
7161,1,6961,0,34,2,12,55352.9071135483,Yes,203703.183979727,No,F,Ensino Medio,Trabalho Manual,41.1622156964745,Comercial,4800,10,Poupanca,no,1536,2,No,0,6,Urbano
7162,0,0,0,41,1,7,15497.2848485723,No,125265.808230354,Yes,F,Ensino Superior,Do Lar,11.8522583655865,Pessoal,12440,1,Renda Variavel,no,0,0,No,1,9,Rural
7163,1,2745.52745669598,0,51,0,11,49451.1341365886,No,0,No,M,Ensino Medio,Trabalho Manual,42.825241191962,Comercial,11550,4,Poupanca,no,6079,1,No,2,7,Urbano
7164,0,0,0,51,0,14,79950.514172469,No,295820.15882302,Yes,F,Ensino Superior,Trabalho Manual,41.4189162271004,Comercial,19450,1,CDB,no,0,0,No,0,1,Urbano
7165,0,0,0,55,0,0,0,No,125917.178196011,Yes,M,Ensino Medio,Do Lar,30.8028207190888,Pessoal,7770,10,Renda Variavel,no,0,0,No,0, ,Urbano
7168,0,0,0,46,0,13,98493.0541608543,No,280662.66337059,Yes,F,Mestrado,Gerente,19.9136599400733,Pessoal,18270,4,Renda Variavel,no,0,0,No,0,10,Urbano
7169,0,0,0,51,0,0,0,No,109798.675577079,Yes,M,Ensino Medio,Estudante,29.1044651439765,Comercial,6600,4,Criptomeda,yes,0,0,No,0,7,Urbano
7170,1,5065,0,52,0,9,100098.944829858,No,262480.486729036,No,F,Mestrado, ,35.4767702188682,Comercial,17860,4,Criptomeda,no,33326,3,Yes,1,19,Urbano
7171,0,0,0,46,0,13,61552.0955749882,No,201806.533958709,Yes,M,Ensino Superior,Gerente,39.8265833305625,Comercial,9290,6,Criptomeda,yes,6499,2,No,4,13,Urbano
7172,0,0,0,42,0,3,27901.7814927515,No,128039.386622875,Yes,M,Ensino Fundamental,Trabalho Administrativo,31.107294745775,Pessoal,14710,6,Poupanca,no,0,0,No,1,7,Urbano
7173,0,0,0,36,2,14,69.9921931041705,Yes, ,No,M,Ensino Medio,Estudante,35.2883203527508,Comercial,19790,10,Renda Fixa,yes,0,0,No,3,8,Rural
7174,0,0,0,49,0,0,0,No,0,Yes,M,Ensino Medio,Estudante,36.1680560210187,Comercial,10090,4,Criptomeda,yes,0,0,No,0,1,Rural
7175,0,0,0,50,0, ,213242.198181666,No,488202.408222017,Yes,F,PhD,Medico,11.3783866628146,Pessoal,17570,4,Renda Variavel,no,0,0,No,3,17,Urbano
7176,0,0,0,37,0,10,59557.546590451,No,179857.486921371,Yes,F,Ensino Superior,Trabalho Administrativo,36.5609520319444,Pessoal,8710,6,CDB,no,0,0,No,2, ,Rural
7178,0,0,0,30,0,8,57410.903606031,No,150043.556082959,No,F,Mestrado,Gerente,30.5835814977441,Pessoal,11280,9,Renda Variavel,no,3776,1,No,2,14,Urbano
7180,1,3350,0,42,0,13,43301.1948832921,No,163397.213948651,Yes,F,Ensino Medio,Trabalho Manual,27.2950893106907,Comercial,23340,6,CDB,no,10718,3,No,8,1,Urbano
7182,1,3089,2,42,3,0,0,Yes,83912.5287460659,No,F,Ensino Medio,Do Lar,7.5946717244855,Comercial,19620,1,Criptomeda,no,28816,4,Yes,2,8,Rural
7184,0,0,0,42,0,12,85425.6799599531,No,243537.758696276,Yes,M,Ensino Superior,Profissional,35.101713702034,Comercial,10040,7,Criptomeda,yes,0,0,No,0,12,Rural
7185,0,0,0,52,0,3,51999.6325034163,No,0,No,M,PhD,Medico,19.1905109383305,Pessoal,13840,1,Poupanca,yes,6447,4,No,2,15,Urbano
7187,0,0,0,49,0,7,56038.2213203082,No, ,Yes,F,Mestrado,Advogado,35.2693136057105,Pessoal,12000,3,CDB,no,39660,2,Yes,0,11,Urbano
7188,0,0,0,44,2,13,52350.7023664811,No,229462.797745519,Yes,M,Ensino Superior,Trabalho Manual,42.9336047438745,Comercial,11140,1,Criptomeda,yes,1098,3,No,3,12,Urbano
7189,1,4691,0,48,0,12,73342.2161920047,No,0,No,M,Ensino Medio,Gerente,34.2619709336871,Comercial,31440,1,Tesouro Direto,yes,0,0,No,0,1,Urbano
7190,1,11802.3272153402,0,53,0,12,58318.701520571,No,206406.09306525,No,M,Mestrado, ,13.2173402903565,Comercial,23710,10,Tesouro Direto,yes,1429,2,No,2,15,Urbano
7191,1,18773.5979356319,0,36,1,9,72167.4043802317,Yes,0,No,M,Ensino Superior,Profissional,24.0118630199918,Comercial,8720,4,Criptomeda,yes,2481,3,No,0,14,Urbano
7192,0,0,0,53,0,7,45623.2957416405,No,135118.011939153,Yes,M,Mestrado,Gerente,46.8574142329069,Comercial,6060,4,Criptomeda,no,5442,2,No,5,13,Urbano
7194,0,0,0,46,0,12,50112.266430098,No,185272.607257246,Yes,M,Ensino Superior,Gerente,51.9464447804446,Pessoal,14370,1,Poupanca,yes,2894,2,No,0,12,Urbano
7195,1,3238,0,54,0,13,65824.5444999654,No,237061.985360249,Yes,M,Ensino Medio,Gerente,48.4850427029183,Pessoal,8080,4,Criptomeda,yes,2658,2,No,0,9,Urbano
7196,0,0,0,47,0,13,10950.8567777752,No,103160.431690934,Yes,F,Ensino Superior,Do Lar,37.4201511142487,Pessoal,6200,4,Renda Variavel,no,1862,2,No,0,9,Urbano
7197,1,2106,0,57,0,15,162818.456700995,No,427324.771610968,No,F,Mestrado,Advogado,32.718447486657,Pessoal,36350,9,Renda Fixa,no,8456,2,No,3,16,Urbano
7198,1,2112,0,43,0,9,12952.808448792,No,0,No,M,Ensino Superior,Estudante,29.7892642976902,Pessoal,2800,1,Poupanca,yes,1354,2,No,0, ,Urbano
7199,0,0,0,41,2,0,0,No,0,Yes,M,Ensino Medio,Estudante,43.151950457981,Comercial,10950,9,Criptomeda,yes,1050,3,No,0,1,Rural
7200,1,2668,0,49,0,12,44496.5250082873,No,0,No,F,Ensino Medio,Trabalho Manual,38.5910681460283,Comercial,14990,9,Poupanca,no,0,0,No,0,1,Urbano
7201,0,0,0,50,0,12,76861.2808792912,No, ,Yes,F,Ensino Superior,Profissional,24.7531001308239,Pessoal,12170,11,Criptomeda,no,0,0,No,1,5,Urbano
7202,0,0,1,54,1,15,94708.5506877876,Yes,272377.90609491,No,M,Mestrado,Advogado,36.8324321332971,Pessoal,18650,10,Renda Fixa,no,678,1,No,7,16,Urbano
7203,0,0,0,50,0,11,168175.536789128,No,406315.377011066,Yes,M,PhD, ,42.3172177408421,Comercial,23320,11,Tesouro Direto,yes,0,0,No,0,16,Urbano
7204,0,0,0,48,0,11,44193.3307833278,No,199947.2011048,Yes,F,Ensino Superior,Trabalho Administrativo,11.95525037084,Pessoal,11400,17,Renda Variavel,no,0,0,Yes,0,11,Urbano
7206,0,0,0,51,0,15,167310.362697807,No,429112.987966731,Yes,M,Mestrado,Gerente,16.7705817676054,Comercial,27520,6,Tesouro Direto,yes,0,0,No,0,1,Urbano
7208,1,3043,0,47,0,7,30228.5575902374,No, ,No,M,Ensino Fundamental,Trabalho Administrativo,27.255049035638,Pessoal,6200,4,Poupanca,no,2849,2,No,3,7,Urbano
7210,0,0,0,48,0,8,47288.104201706,No,191476.294075647,Yes,F,Ensino Superior,Gerente,31.9702121182626,Pessoal,9820,7,Renda Variavel,no,0,0,No,1,10,Urbano
7211,0,0,0,40,0, ,93474.1671382022,No,237915.758935208,Yes,M,Mestrado,Advogado,45.7980246221555,Pessoal,5500,16,Criptomeda,no,1115,1,No,0,13,Urbano
7212,0,0,0,35,0, ,73105.634342905,No,257855.980975674,Yes,M,PhD, ,6.1435369713395,Comercial,20680,10,Renda Fixa,no,0,0,Yes,7,13,Urbano
7213,0,0,0,49,0,13,73909.6130990593,No,250497.902083049,Yes,M,Ensino Superior,Trabalho Manual,61.530700827037,Pessoal,13790,7,Poupanca,yes,8827,4,No,6,8,Urbano
7214,0,0,0,44,2,14,102426.01021901,No, ,Yes,F,Ensino Superior,Gerente,5,Pessoal,22700,10,Poupanca,no,0,0,No,1,4,Urbano
7215,1,5453,1,44,1,13,80824.1620140733,No,259931.864080498,Yes,M,Mestrado,Profissional,41.0163656083302,Pessoal,9580,1,Poupanca,no,40929,1,Yes,0,16,Urbano
7217,0,0,0,40,0,11,58532.0087318547,No,166951.976963843,No,F,Ensino Superior,Profissional,19.6659678784136,Pessoal,7720,4,Renda Variavel,no,0,0,No,0,6,Urbano
7218,0,0,0,40,0,13,58231.1771355636,No,209820.201564513,Yes,M,Ensino Superior,Gerente,20.2436398362734,Comercial,11310,10,Criptomeda,yes,0,0,No,0,13,Urbano
7219,0,0,0,56,0,11,41300.5850164871,No,216049.91627295,No,M,Ensino Superior,Trabalho Administrativo,53.7269881572086,Pessoal,14310,1,Poupanca,yes,0,0,No,0,9,Rural
7220,0,0,0,54,0,14,89674.3660067477,No,261646.189412794,Yes,M,Mestrado,Advogado,54.6223337538356,Pessoal,11230,13,Poupanca,yes,0,0,No,0,1,Urbano
7221,0,0,1,36,3,14,83756.6674749316,No,271204.312752634,Yes,F,Ensino Fundamental,Trabalho Manual,48.7517289495671,Comercial,16140,4,Renda Variavel,no,0,0,No,0,8,Rural
7222,0,0,0,38,0,11,73578.1545097627,No, ,Yes,F,Ensino Superior,Profissional,33.1453019844446,Pessoal,8860,1,Renda Variavel,no,5483,2,No,3, ,Urbano
7223,1,5951,1,45,2,13,81255.1082216264,Yes,231143.253975634,No,F,Ensino Medio,Trabalho Manual,40.1818103625032,Pessoal,15810,6,Renda Variavel,no,0,0,Yes,0,1,Urbano
7224,1,677,0,33,3,14,6607.36301150042,No,0,Yes,M,Ensino Fundamental,Trabalho Administrativo,9.38702652636454,Pessoal,15770,1,Poupanca,yes,0,0,No,0,1,Urbano
7225,1,1897,1,38,2,0,0,No,0,Yes,M,Ensino Medio,Estudante,16.8932113273711,Comercial,5300,1,Poupanca,yes,2185,2,No,4,5,Urbano
7226,1,3521,0,39,0,9,59832.8739073698,No,0,No,F,Ensino Superior,Gerente,57.7523708372373,Pessoal,9930,4,Renda Variavel,no,7578,1,No,0, ,Urbano
7227,0,0,0,45,0,12,2887.29549792512,No,0,No,M,Ensino Medio,Estudante,33.3270823555551,Comercial,5800,4,Criptomeda,yes,0,0,No,2,7,Urbano
7228,1,1737,0,40,0,12,31161.9436336073,No,0,No,F,Ensino Fundamental,Trabalho Manual,9.10674307921033,Pessoal,6100,6,CDB,no,10224,1,No,3,1,Urbano
