INDEX,TARGET_FLAG,KIDSDRIV,IDADE,HOMEKIDS,YOJ,SALARIO,CONTA_CLI,HOME_VAL,CASADO,SEX,EDUCATION,JOB,TRAVTIME,USO_PROD,VALOR_SOLICITADO,TIF,TIPO_PROD,PROD_ALTO_VALOR,OLDCLAIM,CLM_FREQ,TRAN_SUSP,TEMPO_CLIENTE,TEMPO_VIDA_PROD,URBANICITY
7556, ,1,43,1,14,115960.4173,Yes,0,No,F,Ensino Medio,Trabalho Manual,17.1950765,Comercial,29570,17,Criptomoeda,no,0,0,No,0,7,Rural
7564, ,0,59,0,11,40218.66787,No,226112.6016,Yes,F,Ensino Superior,Profissional,21.31687626,Pessoal,13820,4,CDB,no,0,0,No,1,10,Urbano
7566, ,0,52,0,8,174993.2068,No,0,No,M,PhD, ,40.15439532,Comercial,34720,3,Renda Variavel,yes,0,0,No,1,12,Urbano
7570, ,0,53,0,12,27652.1956,No,145982.8136,No,M,Ensino Medio,Trabalho Administrativo,19.14703887,Pessoal,21460,4,Poupanca,no,6348,1,No,0,6,Urbano
7571, ,0,57,0,13,63009.8496,No,224622.8909,Yes,M,Mestrado, ,61.65071343,Comercial,7800,13,Criptomoeda,yes,0,0,No,0,11,Rural
7572, ,0,49,0,13,30761.64729,No,133502.4898,No,F,Ensino Medio,Profissional,25.32763153,Pessoal,14710,8,CDB,no,0,0,No,0, ,Urbano
7575, ,0,52,0,11,123426.0655,No,361687.9103,Yes,M,Ensino Superior,Gerente,34.50500343,Comercial,36200,1,Renda Variavel,yes,0,0,No,0,12,Urbano
7586, ,0,54,0,13,129222.0131,No,376824.2943,No,M,Mestrado,Advogado,40.83887524,Pessoal,8470,6,Tesouro Direto,yes,0,0,No,0,16,Urbano
7589, ,0,52,0,9,71093.39097,No,229314.551,Yes,M,Ensino Superior,Trabalho Manual,35.00584666,Comercial,26270,1,Tesouro Direto,no,0,0,Yes,2,10,Rural
7590, ,0,54,0,12,228160.1551,No,569361.0065,No,F,PhD,Gerente,20.76357024,Pessoal,30490,4,Tesouro Direto,no,0,0,No,4,18,Urbano
7597, ,0,38,0,8,83303.6391,No,234493.0614,Yes,F,Ensino Superior,Trabalho Administrativo,10.02467012,Pessoal,16160,1,CDB,no,20337,2,Yes,3,17,Urbano
7602, ,0,50,0,12,56078.50054,No,228205.4507,Yes,M,Ensino Superior,Gerente,32.2605321,Pessoal,25110,10,Tesouro Direto,no,0,0,No,0,9,Urbano
7604, ,0,46,0,12,15951.03023,No,123641.9441,Yes,M,Ensino Medio,Estudante,62.9976373,Comercial,17580,6,Poupanca,yes,0,0,No,0,1,Urbano
7605, ,0,35,0,10,44680.60457,No,174090.7767,Yes,M,Ensino Superior,Trabalho Administrativo,21.35541155,Comercial,6410,6,Criptomoeda,yes,783,3,No,1,12,Urbano
7612, ,0,35,2, ,62783.29247,Yes,0,No,M,Ensino Medio,Trabalho Manual,32.70021641,Comercial,4900,10,Criptomoeda,yes,2723,1,No,7,7,Urbano
7615, ,0,43,0,12, ,No,0,No,F,PhD,Gerente,42.10875623,Pessoal,13520,13,Tesouro Direto,no,22305,3,No,0,15,Urbano
7617, ,0,48,0,6,18650.68957,No, ,Yes,M,Ensino Medio,Do Lar,38.13590747,Pessoal,27430,1,Tesouro Direto,yes,0,0,No,1, ,Urbano
7624, ,0,45,0,10,47484.08202,No,0,No,M,Ensino Fundamental,Trabalho Manual,42.40834908,Comercial,10750,7,Criptomoeda,yes,0,0,No,1,9,Rural
7632, ,0,48,0,14,58291.04841,No,244454.477,Yes,M,Mestrado,Advogado,46.63539785,Pessoal,16200,1,Tesouro Direto,yes,4751,3,No,0,15,Urbano
7639, ,0,44,2,15,159230.1427,Yes,0,No,M,Mestrado, ,24.28516645,Comercial,4850,10,Criptomoeda,yes,0,0,No,0,16,Urbano
7642, ,0,43,0,11, ,No,406618.5924,Yes,M,PhD,Gerente,15.67916911,Comercial,5800,6,Criptomoeda,no,35106,3,No,8,16,Urbano
7643, ,0,54,0,9,145318.98,No,395968.5601,No,F,Mestrado,Profissional,20.5161469,Comercial,24290,8,Criptomoeda,no,10727,1,No,0,9,Urbano
7649, ,0,50,0,0,0,No,110784.2625,No,F,Mestrado,Do Lar,17.02889499,Pessoal,16780,1,Criptomoeda,no,0,0,Yes,0,15,Urbano
7650, ,0,44,0,12,50593.27689,No,192821.7542,Yes,F,Ensino Medio,Trabalho Manual,88.11968176,Pessoal,18100,6,Renda Fixa,no,815,1,No,3,12,Urbano
7653, ,0,28,1,13,84448.19417,Yes,0,No,M,Ensino Superior,Profissional,17.67291378,Pessoal,12740,4,Tesouro Direto,yes,13415,3,No,3,8,Urbano
7654, ,0,41,0,11,1952.851324,No,137081.3679,Yes,F,Ensino Medio,Do Lar,39.50246033,Pessoal,14080,7,CDB,no,3552,3,No,0,9,Urbano
7657, ,0,46,0,0,0,No,66698.86032,No,F,Ensino Superior,Do Lar,35.16436523,Pessoal,12240,6,CDB,no,1186,2,No,7, ,Urbano
7662, ,0,46,0,10,40046.51577,No,153058.6124,Yes,M,Ensino Medio,Trabalho Administrativo,29.34517885,Pessoal,12530,1,Tesouro Direto,yes,8292,1,No,3,1,Urbano
7669, ,0,44,1,12,51119.98869,Yes,0,No,M,Ensino Medio,Profissional,36.0240312,Comercial,26840,1,Renda Variavel,yes,0,0,Yes,2,8,Urbano
7671, ,0,50,0,0,0,No,105910.4716,Yes,F,Mestrado,Do Lar,25.40796176,Pessoal,6500,1,Tesouro Direto,no,0,0,No,0,8,Rural
7675, ,0,51,0,11,66335.51002,No,261915.8536,Yes,M,Mestrado,Advogado,26.38831597,Pessoal,13230,4,Tesouro Direto,yes,0,0,No,0, ,Urbano
7678, ,0,31,1,12,77623.52693,Yes,0,No,F,PhD,Gerente,15.20752539,Comercial,25460,13,Criptomoeda,no,0,0,No,1,8,Urbano
7682, ,0,45,2,12,51113.21509,Yes,204070.7125,No,M,Ensino Superior,Trabalho Administrativo,68.12849332,Comercial,11110,1,Criptomoeda,yes,16558,1,Yes,0,13,Urbano
7688, ,0,34,2,0,0,No,0,Yes,F,Ensino Medio,Estudante,39.22459249,Pessoal,15890,1,CDB,no,4631,1,No,0,1,Urbano
7689, ,0,42,0,11,61529.64537,No,0,No,M,Ensino Superior,Gerente,27.07446553,Pessoal,16620,6,Poupanca,no,0,0,No,2, ,Urbano
7690, ,0,52,0,16,135522.7421,No,388666.3199,Yes,M,Ensino Superior,Gerente,18.01695327,Comercial,20250,10,Poupanca,no,31672,3,No,4,13,Urbano
7692, ,0,34,3,8,27008.46043,No, ,Yes,F,Ensino Medio,Trabalho Manual,16.64553414,Comercial,25190,1,Criptomoeda,no,0,0,No,5,7,Urbano
7699, ,0,53,0,6,67815.53581,No,247604.7334,Yes,M,Ensino Medio,Trabalho Manual,29.73932651,Comercial,22800,1,Renda Variavel,yes,0,0,No,2,1,Urbano
7705, ,0,37,0,10,21484.45487,No,0,No,M,Ensino Medio,Trabalho Administrativo,34.62951765,Pessoal,9780,10,Criptomoeda,no,40648,3,Yes,2,1,Urbano
7712, ,2,45,3,0,0,No,71935.69663,Yes,F,Ensino Medio,Do Lar,35.58818528,Pessoal,1500,1,CDB,no,0,0,No,2,1,Rural
7726, ,0,41,0,10,48835.47652,No,249595.8242,No,M,Ensino Medio,Trabalho Manual,34.85297269,Comercial,10480,6,Criptomoeda,yes,2702,1,No,3,9,Urbano
7728, ,0,66,0,13,70618.0214,No,263650.1247,Yes,F,PhD,Do Lar,89.07771014,Pessoal,19810,6,Renda Fixa,no,0,0,No,0,13,Urbano
7735, ,0,52,0,13,43392.51149,No, ,Yes,F,Ensino Medio,Trabalho Administrativo,22.86960578,Pessoal,12890,1,CDB,no,10782,3,No,1,1,Urbano
7737, ,0,40,0,0,0,No,0,Yes,M,Ensino Medio,Estudante,45.21648006,Comercial,6550,11,Criptomoeda,no,1176,2,No,4,7,Urbano
7739, ,0,51,0, ,0,No,93915.35827,Yes,F,Ensino Medio,Do Lar,37.56700964,Pessoal,8620,10,CDB,no,0,0,No,4,1,Rural
7743, ,0,19,3,11,5228.407121,Yes,0,No,F,Ensino Medio,Estudante,28.41756575,Comercial,15080,14,CDB,no,0,0,No,4,10,Urbano
7744, ,0,36,0,9,78760.45521,No,0,No,F,PhD,Medico,50.52822619,Pessoal,12980,6,CDB,no,32996,1,No,1, ,Urbano
7746, ,0,28,1, ,24813.63517,No,103896.0293,Yes,M,Ensino Fundamental,Trabalho Administrativo,26.23650273,Pessoal,7750,4,Tesouro Direto,yes,5556,1,No,1,8,Urbano
7749, ,0,46,0,6,112465.0737,No,0,No,M,Mestrado,Gerente,36.2923409,Comercial,24330,1,Renda Variavel,yes,1401,1,No,0,14,Urbano
7750, ,0,53,0,0,0,No,66838.54679,Yes,F,Ensino Medio,Do Lar,6.361066696,Pessoal,6800,1,Renda Fixa,no,0,0,No,1,1,Urbano
7752, ,0,44,0,7,68819.64103,No,197831.088,Yes,F,Ensino Medio,Trabalho Manual,16.38171678,Comercial,12780,1,Renda Fixa,no,0,0,No,0,1,Rural
7755, ,0,42,0,12,85921.18433,No,270345.9803,Yes,F,Mestrado,Advogado,40.90468798,Pessoal,29080,7,Criptomoeda,no,1551,3,No,2,15,Urbano
7756, ,0,35,2,12,30110.54644,Yes,0,No,M,Ensino Medio,Trabalho Administrativo,48.35519649,Pessoal,4510,6,Criptomoeda,yes,7654,2,No,9,1,Urbano
7762, ,1,40,2,7,50271.71054,No,180264.7219,Yes,M,Ensino Medio,Trabalho Manual,31.50236662,Comercial,10530,6,Criptomoeda,no,0,0,No,5,1,Rural
7764, ,0,47,0,12,28107.03915,No,0,No,F,Ensino Medio,Trabalho Administrativo,58.02629096,Pessoal,9010,1,Renda Fixa,no,8598,1,No,3,9,Urbano
7769, ,0,53,0,10,41924.06891,No,0,No,F,Ensino Medio,Do Lar,80.95158316,Pessoal,6800,1,CDB,no,0,0,No,0,7,Rural
7770, ,0,52,0,7,66062.57066,No,208161.7729,No,M,Mestrado,Profissional,32.87166841,Comercial,6700,11,Criptomoeda,yes,7684,2,No,3,19,Urbano
7776, ,0,39,0,13,31348.27841,No,148482.9307,Yes,F,Mestrado,Advogado,18.74913912,Pessoal,8530,4,Tesouro Direto,no,0,0,Yes,0,15,Urbano
7778, ,0,50,0,10,12623.22337,No,0,Yes,M,Ensino Medio,Estudante,29.74896194,Pessoal,2760,4,Tesouro Direto,yes,6748,3,No,0,1,Urbano
7784, ,0,48,0,13,38878.99742,No,0,No,F,Mestrado,Advogado,34.73283229,Pessoal,11330,3,CDB,no,3396,3,No,4,1,Urbano
7786, ,1,45,2,14,46684.31708,No,168590.5668,Yes,F,Ensino Medio,Profissional,21.5535705,Pessoal,10670,10,CDB,no,0,0,No,2,1,Urbano
7789, ,0,56,0,13,69152.01313,No,250572.3281,No,F,Ensino Superior,Profissional,6.556919311,Pessoal,14020,7,CDB,no,0,0,Yes,0,14,Urbano
7793, ,0,47,0,0,0,No,0,No,F,Mestrado,Do Lar,12.77121413,Pessoal,20890,1,CDB,no,0,0,No,1,15,Urbano
7794, ,0,53,0,7,97494.67003,No,292386.2552,Yes,M,Mestrado,Gerente,24.83677483,Pessoal,20940,6,Poupanca,yes,0,0,No,3, ,Urbano
7804, ,0,48,0,7,55050.11978,No,223804.2085,No,F,Ensino Superior,Profissional,30.77348622,Pessoal,6300,1,CDB,no,0,0,No,1, ,Urbano
7811, ,0,57,0,13,117612.2925,No, ,Yes,M,PhD, ,23.65829757,Comercial,7390,6,Criptomoeda,no,0,0,No,2,16,Urbano
7813, ,0,45,0,5,56351.32449,No,219589.1094,Yes,M,Ensino Medio,Trabalho Manual,5,Comercial,21580,9,Poupanca,yes,0,0,No,0,8,Urbano
7815, ,0,45,0,15,15150.97626,No,119433.8813,Yes,F,Ensino Fundamental,Trabalho Administrativo,39.58010712,Pessoal,10380,4,CDB,no,0,0,No,2,1,Urbano
7817, ,0,39,3,16,42535.15113,No,189138.5407,Yes,M,Ensino Medio,Trabalho Administrativo,22.10997015,Pessoal,13350,1,Tesouro Direto,yes,0,0,No,0,8,Rural
7818, ,2,61,3,14,108990.2462,Yes,0,No,M,PhD,Medico,33.76300272,Pessoal,37510,6,CDB,yes,0,0,No,0,12,Urbano
7821, ,0,43,1,15,80012.28015,No,250971.0374,Yes,M,Mestrado,Advogado,26.67734815,Pessoal,13800,4,Tesouro Direto,no,4778,3,No,5,21,Urbano
7825, ,0,50,0, ,160103.3139,No,376152.2409,Yes,F,Mestrado,Advogado,29.41286931,Pessoal,22460,13,Criptomoeda,no,0,0,No,0,14,Urbano
7830, ,0,33,3,9,94865.72561,No,271416.3944,Yes,F,Ensino Medio,Trabalho Manual,50.38484477,Comercial,4800,4,Renda Fixa,no,0,0,No,3,11,Urbano
7832, ,0,39,0,13,86737.15688,No,231682.0563,Yes,M,Ensino Superior,Trabalho Manual,6.367845764,Comercial,10370,1,Criptomoeda,yes,0,0,No,0,9,Urbano
7835, ,0,47,0, ,99417.21968,No,299437.3338,Yes,M,Ensino Fundamental,Trabalho Manual,30.08351537,Pessoal,16140,1,Tesouro Direto,no,0,0,No,0,3,Rural
7839, ,0,52,0,10,136122.6412,No,348356.8864,Yes,M,PhD,Do Lar,5,Pessoal,10810,1,Renda Fixa,no,1810,1,No,5,1,Urbano
7842, ,0,51,0,14,91427.96873,No,309771.7943,Yes,M,Mestrado,Gerente,50.15461498,Pessoal,15740,13,Tesouro Direto,yes,0,0,No,2,9,Urbano
7849, ,0,30,3,15,20943.53789,Yes,0,No,M,Ensino Fundamental,Trabalho Manual,33.28321886,Pessoal,10510,6,Criptomoeda,yes,40386,1,No,5,1,Urbano
7856, ,0,61,0,13,58565.71799,No,286204.3048,Yes,M,Ensino Medio,Trabalho Manual,47.96260267,Comercial,24340,1,Renda Variavel,yes,0,0,No,2,1,Urbano
7857, ,0,41,1,9,125573.9501,No,305880.3635,Yes,M,Ensino Superior,Profissional,37.95368786,Pessoal,21810,9,Tesouro Direto,yes,0,0,No,0,8,Rural
7863, ,0,60,1,15,70694.68976,No,260977.1557,Yes,M,Mestrado,Advogado,21.8709663,Pessoal,14570,1,Tesouro Direto,yes,0,0,No,0,13,Urbano
7866, ,0,50,0,7,43445.49787,No,149247.7801,Yes,F,Ensino Superior,Do Lar,56.13376394,Pessoal,10010,7,CDB,no,0,0,No,1,11,Urbano
7871, ,0,50,0,10,16917.10273,No,92745.1544,Yes,F,Ensino Fundamental,Trabalho Administrativo,22.81821436,Pessoal,14990,10,Tesouro Direto,no,0,0,No,0,1,Urbano
7875, ,0,38,0,10, ,No,0,No,F,Ensino Medio,Trabalho Administrativo,11.98227187,Pessoal,7060,1,Renda Fixa,no,7898,2,No,0,1,Urbano
7882, ,0,35,0,13,62971.1817,No,0,No,M,Ensino Fundamental,Gerente,36.42218653,Comercial,19760,1,Poupanca,yes,7908,1,No,10,1,Urbano
7887, ,1,38,3,13,28065.10749,Yes,112596.1673,No,M,Ensino Superior,Trabalho Administrativo,33.08287413,Pessoal,4310,10,Tesouro Direto,no,30254,3,Yes,0,8,Urbano
7888, ,2,40,2,11, ,Yes,0,No,M,Ensino Medio,Trabalho Manual,26.58570245,Pessoal,13420,6,Tesouro Direto,no,7865,4,No,3,1,Urbano
7891, ,2,36,4,11,36843.92654,Yes,0,No,F,Ensino Superior,Trabalho Administrativo,37.81663498,Pessoal,21660,1,CDB,no,20731,1,Yes,7,9,Urbano
7895, ,0,46,0,11,114923.79,No,298660.2322,Yes,M,Ensino Medio,Trabalho Manual,50.72445585,Comercial,38600,9,Renda Variavel,yes,0,0,No,0,8,Rural
7901, ,0,52,0,13, ,No,218142.2959,Yes,M,Mestrado, ,68.4041012,Comercial,9560,1,Criptomoeda,no,11409,1,No,0,15,Urbano
7906, ,0,44,0,12,69356.5176,No,0,No,F,Ensino Superior,Profissional,45.91897549,Pessoal,13240,4,CDB,no,0,0,No,1,5,Urbano
7908, ,0,37,0,8,26499.75739,No,169169.8635,No,F,Ensino Medio,Trabalho Manual,33.41742518,Comercial,10250,1,CDB,no,30081,1,Yes,5,1,Urbano
7917, ,0,52,0,13,70054.53687,No, ,No,F,Mestrado,Gerente,35.2270062,Pessoal,8510,3,CDB,no,0,0,No,0,13,Urbano
7924, ,0,50,0,13,5262.884038,No,0,No,F,Ensino Medio,Estudante,28.69713075,Comercial,10620,11,CDB,no,3553,3,No,2,7,Urbano
7948, ,1,45,1,15,197835.7072,No,504107.4858,Yes,M,PhD, ,14.64706331,Comercial,25780,3,Renda Variavel,yes,45436,2,Yes,1, ,Urbano
7950, ,0,37,3,14,26424.70851,No,127469.9086,Yes,M,Ensino Fundamental,Trabalho Manual,50.0435821,Comercial,9030,4,Criptomoeda,yes,1602,2,No,6,6,Urbano
7955, ,0,54,0,14,86120.02558,No, ,No,F,Mestrado, ,25.77736785,Comercial,29890,10,Criptomoeda,no,0,0,No,0,17,Urbano
7957, ,0,52,0,11,95892.36179,No,274044.0429,Yes,F,Ensino Superior,Gerente,20.71109608,Pessoal,11090,7,Criptomoeda,no,0,0,No,1,9,Urbano
7959, ,0,46,0,15,24275.88658,No,107541.5701,Yes,M,Ensino Medio,Trabalho Administrativo,28.04707007,Pessoal,11900,1,Criptomoeda,no,0,0,No,0,1,Urbano
7967, ,0,52,0,11,103831.0227,No,324828.0445,No,F,PhD,Medico,52.95599954,Pessoal,17080,11,Tesouro Direto,no,0,0,No,0,11,Urbano
7969, ,0,59,0,12,80217.34734,No,275635.0352,Yes,M,Ensino Superior,Trabalho Manual,26.38098334,Comercial,26630,1,Renda Variavel,no,8938,2,No,6,12,Rural
7971, ,0,48,0,12,108600.635,No,320454.6484,Yes,M,Ensino Medio,Trabalho Manual,22.86737761,Comercial,17160,17,Poupanca,yes,31227,2,No,4,1,Urbano
7974, ,0,57,0,13,110330.3043,No,0,No,M,Mestrado, ,12.67923816,Comercial,18230,10,Poupanca,no,3253,1,No,2, ,Urbano
7976, ,0,48,0,8,139380.2401,No,388124.2673,Yes,M,Mestrado,Advogado,52.9940808,Pessoal,14740,3,Tesouro Direto,yes,0,0,No,1,12,Urbano
7986, ,0,31,3,15,6392.813884,Yes,0,No,F,Ensino Medio,Estudante,50.43743133,Pessoal,1500,8,Renda Fixa,no,5540,2,No,5,8,Urbano
7987, ,0,29,0,11,24275.56077,No, ,No,F,Ensino Fundamental,Trabalho Manual,42.75789498,Pessoal,6830,1,CDB,no,5808,1,No,5,1,Urbano
7993, ,0,48,1,13,37074.06603,No,184180.9911,Yes,F,Ensino Medio,Profissional,48.04389867,Pessoal,15190,1,Tesouro Direto,no,4848,3,No,1,1,Urbano
7996, ,2,45,2,9,14640.38049,No,87099.72763,Yes,F,Ensino Fundamental,Trabalho Manual,37.13067399,Pessoal,23940,1,CDB,no,0,0,No,2,5,Urbano
7998, ,0,40,0,10,78589.20195,No,0,No,F,Ensino Superior,Gerente,24.512815,Pessoal,9360,4,CDB,no,800,3,No,0,12,Urbano
8018, ,0,51,0,10,144741.96,No,0,No,F,Mestrado,Gerente,14.45047225,Pessoal,26790,13,Criptomoeda,no,0,0,No,2,18,Urbano
8019, ,0,32,0, ,24506.3761,No,117745.9904,Yes,M,Ensino Superior,Trabalho Administrativo,66.04909021,Comercial,18260,3,Poupanca,yes,0,0,No,0,10,Urbano
8027, ,0,47,0,0,0,No,83711.79256,Yes,F,Ensino Superior,Do Lar,47.9474852,Pessoal,13300,11,Criptomoeda,no,0,0,No,0,13,Rural
8036, ,0,51,0,10,104355.3136,No,286693.5069,No,F,Mestrado,Gerente,37.82425121,Pessoal,17040,3,Tesouro Direto,no,0,0,No,1,15,Urbano
8040, ,0,40,0,9,70381.28341,No,267720.5733,Yes,F,Mestrado,Gerente,24.37517146,Pessoal,15880,8,Renda Fixa,no,0,0,No,0,14,Urbano
8044, ,0,46,0,0,0,No,0,Yes,M,Ensino Medio,Estudante,40.03401252,Comercial,28070,1,Renda Variavel,yes,0,0,No,2, ,Rural
8050, ,0,26,1,0,0,Yes,0,No,F,Ensino Superior,Do Lar,65.31621001,Pessoal,25940,6,Tesouro Direto,no,0,0,No,0,7,Rural
8052, ,0,50,1, ,96012.78639,Yes,0,No,M,Mestrado,Gerente,52.23969288,Comercial,26400,3,Renda Variavel,no,2243,3,No,0,13,Urbano
8054, ,0,34,3,0,0,No,74744.30903,Yes,F,Ensino Superior,Do Lar,35.50125653,Pessoal,4900,7,CDB,no,8272,2,No,0,6,Urbano
8057, ,0,48,0,0,0,No,0,No,F,Ensino Superior,Do Lar,30.95192794,Pessoal,1500,6,Renda Fixa,no,3521,1,No,6,7,Urbano
8058, ,0,52,0,8,153687.9017,No,418417.8852,No,F,PhD,Gerente,22.82890486,Pessoal,8470,6,CDB,no,0,0,Yes,0, ,Urbano
8059, ,0,35,0,12,73647.21779,No,0,No,F,Ensino Superior,Trabalho Manual,57.29266948,Comercial,19200,4,Tesouro Direto,no,0,0,Yes,1,7,Urbano
8066, ,1,43,1,9,111656.0718,Yes,0,No,F,Ensino Superior,Profissional,54.77512353,Pessoal,7700,1,Renda Fixa,no,30378,1,Yes,5,9,Urbano
8070, ,0,59,2,18,137182.7853,No,374393.0035,Yes,M,Mestrado, ,5,Comercial,40580,13,Renda Variavel,no,0,0,No,1,10,Urbano
8072, ,0,62,0,15,59807.42349,No,194390.5456,Yes,M,Mestrado,Advogado,25.36271711,Pessoal,8230,1,Renda Fixa,yes,41794,3,Yes,3,10,Urbano
8078, ,0,47,0,14,6149.970321,No,0,Yes,M,Ensino Fundamental,Estudante,39.21340003,Pessoal,8240,13,Criptomoeda,yes,0,0,No,2,6,Rural
8079, ,0,62,0,14,43774.58294,No,173539.0719,Yes,M,Ensino Superior,Trabalho Manual,31.89816262,Comercial,1500,1,Renda Fixa,yes,0,0,No,0,1,Rural
8080, ,0,44,4,0,0,No,100846.4875,Yes,F,Ensino Superior,Do Lar,35.85871917,Pessoal,1500,4,Renda Fixa,no,9637,1,No,0,13,Urbano
8081, ,0,58,0,15,109878.4822,No,298536.8227,Yes,M,PhD, ,27.86911396,Comercial,22260,1,Poupanca,no,0,0,No,1,15,Urbano
8088, ,0,50,0,13,93453.88887,No,236060.6416,Yes,M,Ensino Superior,Profissional,13.07266923,Comercial,24090,6,Renda Variavel,yes,0,0,No,1,10,Urbano
8091, ,0,39,3,14, ,Yes,0,No,F,Ensino Fundamental,Trabalho Manual,41.31476957,Pessoal,16070,1,CDB,no,4338,2,No,1, ,Urbano
8094, ,0,47,0,0, ,No,0,No,F,Mestrado,Do Lar,12.77121413,Pessoal,11780,3,Tesouro Direto,no,0,0,No,4,15,Urbano
8095, ,0,24,1,10,9761.498874,No,92374.11324,Yes,F,Ensino Superior,Profissional,66.10211906,Pessoal,11320,10,Renda Fixa,yes,14584,2,Yes,10,0,Urbano
8099, ,0,46,0,14,129798.1295,No,312179.7606,Yes,F,Mestrado,Gerente,18.6826961,Comercial,23550,1,Criptomoeda,no,0,0,No,0,12,Urbano
8101, ,0,29,2,14,60156.98825,No,158830.3392,Yes,M,Ensino Superior,Trabalho Manual,5,Comercial,10420,6,Criptomoeda,yes,3761,3,No,2,8,Urbano
8102, ,0,56,0,5,82624.35628,No,323567.8458,No,F,Ensino Superior,Profissional,24.77645762,Pessoal,22700,9,CDB,no,0,0,No,0,1,Rural
8116, ,0,35,0,9,22543.08723,No,150019.4122,No,F,Ensino Fundamental,Trabalho Administrativo,31.6731968,Pessoal,7250,4,CDB,no,3002,1,No,0,6,Urbano
8125, ,0,47,0,14,76637.99344,No,264482.5139,Yes,M,Ensino Medio,Gerente,40.84563285,Comercial,14020,4,Tesouro Direto,yes,1620,1,No,4,7,Urbano
8134, ,0,46,0,12,40992.35847,No,165542.0553,Yes,F,Ensino Medio,Trabalho Manual,5,Comercial,10200,13,CDB,no,30520,1,No,7,1,Urbano
8139, ,0,41,0,12,100258.2395,No,282717.1999,Yes,M,Ensino Superior,Profissional,29.89830009,Pessoal,30660,9,Tesouro Direto,yes,0,0,No,0,10,Urbano
8141, ,0,52,0,16,61298.73856,No,260164.2582,Yes,M,Ensino Medio,Trabalho Manual,10.30452955,Comercial,37360,19,Renda Variavel,yes,0,0,No,0,1,Urbano
8147, ,2,37,2,9,20050.37113,No,89548.26619,Yes,M,Ensino Fundamental,Trabalho Manual,34.96347425,Pessoal,10690,7,Criptomoeda,no,0,0,No,2, ,Rural
8158, ,0,50,0,0,0,No,110784.2625,No,F,Mestrado,Do Lar,17.02889499,Pessoal,18660,1,CDB,no,1427,1,No,0,15,Urbano
8160, ,0,56,0,10,99606.49503,No, ,No,M,Mestrado,Gerente,14.48985979,Pessoal,9050,6,Criptomoeda,no,0,0,No,0,12,Urbano
8165, ,0,43,2,0,0,No,0,Yes,M,Ensino Medio,Estudante,42.23695268,Pessoal,8260,3,Criptomoeda,no,0,0,No,0,6,Urbano
8187, ,0,51,1,11,66296.11604,No,205129.8677,Yes,M,Ensino Superior,Profissional,57.96155481,Comercial,8970,1,Criptomoeda,yes,0,0,No,0,1,Urbano
8205, ,0,50,0,14,49255.56561,No,212649.482,Yes,M,Ensino Superior,Gerente,33.92903538,Comercial,11430,4,Criptomoeda,no,5556,4,No,2,1,Urbano
8209, ,0,45,0,11,49957.16383,No,191129.7217,No,M,Ensino Superior,Profissional,21.51901352,Comercial,18710,4,Poupanca,yes,0,0,No,1,2,Urbano
8211, ,0,49,0,13,30644.10137,No,174753.0779,Yes,F,PhD,Do Lar,32.18950591,Pessoal,9460,4,CDB,no,8861,4,No,5,10,Urbano
8232, ,0,49,0,11, ,No,384028.9641,Yes,M,Mestrado,Profissional,20.70279611,Pessoal,23170,7,Tesouro Direto,no,0,0,No,0,18,Rural
8236, ,0,39,0,11, ,No,387473.8925,Yes,M,PhD,Advogado,22.54093415,Pessoal,5400,3,Criptomoeda,yes,0,0,No,0,20,Urbano
8237, ,0,32,1,13,22243.35764,Yes,0,No,F,Ensino Superior,Do Lar,5,Comercial,19470,13,Criptomoeda,no,0,0,No,0,10,Urbano
8238, ,0,48,0,8,36953.88964,No,0,No,M,Ensino Medio,Trabalho Manual,36.80471832,Comercial,10000,1,Criptomoeda,yes,3654,2,No,3,1,Urbano
8245, ,0,48,0,5,14937.9276,No,0,No,F,Ensino Superior,Estudante,16.25385331,Pessoal,6300,6,CDB,no,7998,1,No,5,10,Urbano
8256, ,0,39,0,9,133059.895,No,0,No,F,PhD,Advogado,43.85276203,Pessoal,5400,7,Renda Fixa,no,2897,2,No,1,18,Urbano
8268, ,0,52,0,8,129560.9607,No,336369.3591,Yes,M,Ensino Superior,Profissional,45.733182,Pessoal,19660,6,Tesouro Direto,yes,0,0,No,1,12,Urbano
8269, ,0,44,0,12,100045.9777,No,238931.1948,Yes,F,Ensino Fundamental,Trabalho Manual,38.20682622,Pessoal,14810,1,CDB,no,0,0,No,0,6,Rural
8270, ,0,32,3,10,22901.2768,No,87838.51114,Yes,M,Ensino Medio,Trabalho Administrativo,48.58499292,Pessoal,13200,6,Tesouro Direto,no,0,0,Yes,1,6,Urbano
8286, ,0,43,0,11,30182.75148,No,87808.65705,Yes,F,Mestrado,Do Lar,17.15835152,Pessoal,8820,6,CDB,no,0,0,No,0, ,Urbano
8289, ,0,58,2,17,51317.85786,No,201105.3436,Yes,M,Ensino Superior,Profissional,15.81063676,Pessoal,13080,4,Tesouro Direto,yes,0,0,No,0,5,Urbano
8301, ,1,45,3,18,7695.772442,No,0,Yes,M,Ensino Fundamental,Estudante,42.60345115,Pessoal,9790,1,Criptomoeda,yes,0,0,No,0,1,Urbano
8305, ,0,54,0,14,114421.502,No, ,Yes,F,Mestrado,Advogado,32.55548072,Pessoal,23350,1,CDB,no,4091,1,No,0,16,Urbano
