"","Id_Cliente","Idade","Escolaridade","Trabalho","Salario","Previsao_Risco"
"1085",5296,37,"Ensino Fundamental","Trabalho Administrativo",11606.95933,"Baixo Risco"
"1086",5297,33,"Ensino Fundamental","Trabalho Manual",119869.083,"Alto Risco"
"1087",5313,48,"Ensino Medio","Do Lar",47613.62151,"Baixo Risco"
"1088",5314,53,"Mestrado","Gerente",86540.64811,"Alto Risco"
"1089",5321,67,"PhD","Medico",52955.19581,"Baixo Risco"
"1090",5325,50,"Mestrado","Do Lar",7751.216874,"Baixo Risco"
"1091",5326,56,"Mestrado","Gerente",1336.309127,"Baixo Risco"
"1092",5328,41,"Ensino Superior","Profissional",88508.33518,"Baixo Risco"
"1093",5334,43,"Ensino Medio","Profissional",78287.63007,"Baixo Risco"
"1094",5338,39,"Ensino Medio","Do Lar",0,"Alto Risco"
"1095",5344,40,"Ensino Fundamental","Trabalho Manual",58000,"Baixo Risco"
"1096",5348,36,"Ensino Superior","Gerente",115701.4235,"Baixo Risco"
"1097",5352,47,"Ensino Medio","Trabalho Manual",44365.64645,"Baixo Risco"
"1098",5353,49,"Ensino Fundamental","Trabalho Manual",21493.63314,"Baixo Risco"
"1099",5354,49,"Ensino Fundamental","Trabalho Manual",122433.2008,"Alto Risco"
"1100",5361,48,"Ensino Medio","Estudante",0,"Alto Risco"
"1101",5364,41,"Ensino Superior","Gerente",69292.24853,"Baixo Risco"
"1102",5365,41,"Ensino Medio","Profissional",34472.78335,"Baixo Risco"
"1103",5367,37,"Ensino Medio","Profissional",40090.53507,"Baixo Risco"
"1104",5379,37,"Ensino Superior","Trabalho Manual",75605.27417,"Baixo Risco"
"1105",5382,43,"Ensino Medio","Trabalho Manual",78853.72433,"Alto Risco"
"1106",5386,42,"Ensino Superior","Do Lar",6599.628386,"Baixo Risco"
"1107",5395,52,"Ensino Superior","Gerente",71207.53611,"Baixo Risco"
"1108",5410,43,"Ensino Superior","Gerente",82918.22992,"Baixo Risco"
"1109",5411,50,"Ensino Medio","Trabalho Administrativo",33000,"Baixo Risco"
"1110",5416,44,"PhD","Do Lar",0,"Baixo Risco"
"1111",5424,36,"Ensino Medio","Estudante",20493.75069,"Alto Risco"
"1112",5426,46,"Mestrado","Trabalho Manual",54000,"Alto Risco"
"1113",5428,29,"Ensino Superior","Trabalho Administrativo",53757.76295,"Baixo Risco"
"1114",5430,49,"Mestrado","Gerente",67025.72566,"Baixo Risco"
"1115",5433,45,"Ensino Superior","Trabalho Manual",73473.01215,"Baixo Risco"
"1116",5437,48,"Mestrado","Profissional",146434.3046,"Baixo Risco"
"1117",5440,43,"Mestrado","Advogado",92730.85387,"Baixo Risco"
"1118",5442,34,"Ensino Medio","Estudante",0,"Alto Risco"
"1119",5445,40,"Ensino Medio","Trabalho Manual",59821.97413,"Alto Risco"
"1120",5449,54,"PhD","Medico",3032.209329,"Baixo Risco"
"1121",5452,37,"Ensino Medio","Estudante",0,"Baixo Risco"
"1122",5460,48,"Mestrado","Advogado",144921.6778,"Alto Risco"
"1123",5461,41,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"1124",5465,33,"Ensino Medio","Gerente",34200.25868,"Alto Risco"
"1125",5467,57,"Ensino Superior","Gerente",136210.3405,"Baixo Risco"
"1126",5471,44,"PhD","Advogado",119998.25,"Baixo Risco"
"1127",5474,33,"Ensino Superior","Estudante",21459.92099,"Alto Risco"
"1128",5475,41,"PhD","Advogado",135102.6013,"Baixo Risco"
"1129",5480,44,"Mestrado","Gerente",69619.91933,"Baixo Risco"
"1130",5481,48,"Ensino Medio","Trabalho Manual",36834.79679,"Baixo Risco"
"1131",5484,45,"PhD","Gerente",32096.68808,"Baixo Risco"
"1132",5494,41,"Ensino Superior","Estudante",0,"Baixo Risco"
"1133",5495,37,"Ensino Medio","Trabalho Manual",61790.49234,"Alto Risco"
"1134",5497,42,"Ensino Medio","Trabalho Manual",52140.75254,"Baixo Risco"
"1135",5499,58,"Ensino Superior","Trabalho Manual",77296.64093,"Alto Risco"
"1136",5507,40,"Ensino Fundamental","Trabalho Manual",27073.08979,"Baixo Risco"
"1137",5510,51,"Ensino Medio","Trabalho Manual",48333.38791,"Baixo Risco"
"1138",5515,46,"Ensino Medio","Estudante",14192.76266,"Baixo Risco"
"1139",5516,60,"PhD","Advogado",63191.94503,"Baixo Risco"
"1140",5517,36,"PhD","Advogado",103137.6154,"Baixo Risco"
"1141",5524,53,"PhD","Advogado",168419.2801,"Baixo Risco"
"1142",5530,33,"Ensino Medio","Trabalho Manual",34191.95055,"Baixo Risco"
"1143",5534,30,"Ensino Medio","Do Lar",31806.27122,"Baixo Risco"
"1144",5543,57,"Ensino Fundamental","Trabalho Administrativo",26222.42734,"Baixo Risco"
"1145",5545,56,"Ensino Medio","Trabalho Manual",22881.28602,"Alto Risco"
"1146",5558,64,"PhD","Gerente",185586.4032,"Baixo Risco"
"1147",5562,44,"Ensino Superior","Profissional",89888.14403,"Baixo Risco"
"1148",5573,30,"Ensino Medio","Estudante",0,"Alto Risco"
"1149",5581,62,"Ensino Medio","Trabalho Manual",60215.50129,"Baixo Risco"
"1150",5583,45,"Ensino Fundamental","Trabalho Manual",53555.78028,"Baixo Risco"
"1151",5587,44,"Ensino Medio","Trabalho Manual",63425.76635,"Alto Risco"
"1152",5589,31,"Ensino Superior","Trabalho Manual",86793.71258,"Alto Risco"
"1153",5591,46,"Mestrado","Advogado",121840.3176,"Baixo Risco"
"1154",5596,65,"Mestrado","Advogado",88000,"Baixo Risco"
"1155",5606,46,"Ensino Medio","Estudante",0,"Alto Risco"
"1156",5608,42,"Ensino Superior","Profissional",75626.25175,"Baixo Risco"
"1157",5611,24,"Mestrado","Gerente",51504.77142,"Baixo Risco"
"1158",5612,54,"Mestrado","Trabalho Manual",40355.43004,"Baixo Risco"
"1159",5614,45,"Ensino Fundamental","Trabalho Manual",18502.94075,"Baixo Risco"
"1160",5620,51,"Ensino Superior","Gerente",108236.5115,"Baixo Risco"
"1161",5623,38,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"1162",5624,49,"Mestrado","Gerente",45321.25808,"Baixo Risco"
"1163",5626,51,"Ensino Superior","Gerente",63149.82934,"Baixo Risco"
"1164",5633,67,"PhD","Medico",94046.10166,"Baixo Risco"
"1165",5635,61,"Ensino Superior","Gerente",102202.5325,"Baixo Risco"
"1166",5640,54,"PhD","Medico",43946.24614,"Alto Risco"
"1167",5643,50,"PhD","Medico",82492.82708,"Baixo Risco"
"1168",5644,47,"Ensino Medio","Trabalho Manual",59135.38632,"Baixo Risco"
"1169",5653,38,"Ensino Medio","Trabalho Manual",35311.16027,"Baixo Risco"
"1170",5663,41,"Ensino Fundamental","Trabalho Manual",23250.17223,"Baixo Risco"
"1171",5664,47,"Ensino Fundamental","Estudante",0,"Alto Risco"
"1172",5667,48,"Ensino Medio","Trabalho Manual",54833.60395,"Baixo Risco"
"1173",5671,47,"Ensino Medio","Trabalho Administrativo",21516.98171,"Alto Risco"
"1174",5673,47,"Ensino Fundamental","Trabalho Manual",45430.8726,"Alto Risco"
"1175",5676,41,"PhD","Gerente",173691.3064,"Baixo Risco"
"1176",5678,42,"Ensino Superior","Estudante",13372.88186,"Baixo Risco"
"1177",5698,44,"Ensino Superior","Trabalho Manual",58000,"Baixo Risco"
"1178",5700,34,"Mestrado","Gerente",159559.2788,"Baixo Risco"
"1179",5705,51,"Ensino Medio","Do Lar",0,"Alto Risco"
"1180",5706,50,"Ensino Fundamental","Estudante",0,"Alto Risco"
"1181",5711,48,"Ensino Superior","Profissional",106409.2062,"Baixo Risco"
"1182",5712,38,"Ensino Superior","Estudante",0,"Alto Risco"
"1183",5716,50,"Ensino Superior","Gerente",54343.69848,"Baixo Risco"
"1184",5719,38,"Ensino Superior","Trabalho Manual",156059.6926,"Alto Risco"
"1185",5725,32,"Ensino Medio","Trabalho Manual",89285.67237,"Alto Risco"
"1186",5728,44,"PhD","Medico",242731.2121,"Baixo Risco"
"1187",5734,60,"Ensino Superior","Estudante",6104.215742,"Baixo Risco"
"1188",5735,43,"Ensino Fundamental","Do Lar",23996.43908,"Baixo Risco"
"1189",5743,41,"Mestrado","Trabalho Manual",54000,"Baixo Risco"
"1190",5754,50,"Ensino Fundamental","Trabalho Manual",22253.99577,"Baixo Risco"
"1191",5755,46,"Ensino Superior","Trabalho Manual",82148.95429,"Baixo Risco"
"1192",5756,50,"Ensino Superior","Profissional",58643.40814,"Baixo Risco"
"1193",5766,48,"Mestrado","Gerente",87000,"Baixo Risco"
"1194",5770,43,"Ensino Superior","Trabalho Manual",86530.00697,"Baixo Risco"
"1195",5774,39,"Mestrado","Profissional",70435.76786,"Baixo Risco"
"1196",5775,37,"Ensino Fundamental","Trabalho Manual",39777.05416,"Baixo Risco"
"1197",5776,40,"Ensino Superior","Profissional",175263.4055,"Baixo Risco"
"1198",5778,49,"Ensino Fundamental","Trabalho Manual",29015.72223,"Baixo Risco"
"1199",5786,54,"Ensino Medio","Estudante",0,"Baixo Risco"
"1200",5787,53,"Ensino Medio","Trabalho Administrativo",35516.496,"Alto Risco"
"1201",5791,39,"Ensino Superior","Do Lar",0,"Baixo Risco"
"1202",5794,35,"Mestrado","Profissional",8700.799608,"Alto Risco"
"1203",5803,54,"Ensino Superior","Trabalho Manual",63195.32452,"Baixo Risco"
"1204",5804,49,"Ensino Fundamental","Trabalho Administrativo",7784.030451,"Baixo Risco"
"1205",5808,55,"Ensino Medio","Estudante",8087.636301,"Baixo Risco"
"1206",5810,38,"Ensino Fundamental","Trabalho Administrativo",8117.322912,"Baixo Risco"
"1207",5813,36,"Ensino Superior","Trabalho Administrativo",24612.38149,"Baixo Risco"
"1208",5828,45,"Ensino Medio","Trabalho Manual",64014.64009,"Baixo Risco"
"1209",5839,40,"PhD","Medico",214199.0729,"Baixo Risco"
"1210",5842,43,"Ensino Superior","Trabalho Manual",97952.51384,"Baixo Risco"
"1211",5843,35,"Ensino Superior","Gerente",78020.96765,"Baixo Risco"
"1212",5844,52,"Ensino Superior","Profissional",58868.78995,"Alto Risco"
"1213",5847,39,"Mestrado","Trabalho Administrativo",71485.88749,"Alto Risco"
"1214",5851,46,"Ensino Superior","Trabalho Manual",38785.7035,"Baixo Risco"
"1215",5854,40,"Ensino Superior","Trabalho Manual",119244.0425,"Baixo Risco"
"1216",5857,39,"Ensino Superior","Trabalho Manual",90634.51816,"Baixo Risco"
"1217",5866,41,"Ensino Medio","Trabalho Administrativo",35635.81547,"Alto Risco"
"1218",5874,50,"Ensino Fundamental","Trabalho Administrativo",78510.19075,"Baixo Risco"
"1219",5886,36,"Ensino Medio","Do Lar",17662.57154,"Baixo Risco"
"1220",5895,53,"Ensino Medio","Profissional",34729.57032,"Baixo Risco"
"1221",5897,56,"Mestrado","Advogado",67619.63692,"Baixo Risco"
"1222",5898,46,"Ensino Medio","Trabalho Manual",51821.71595,"Baixo Risco"
"1223",5900,20,"Ensino Superior","Profissional",38681.22771,"Alto Risco"
"1224",5902,39,"Ensino Medio","Do Lar",0,"Baixo Risco"
"1225",5908,38,"Ensino Medio","Trabalho Administrativo",33000,"Alto Risco"
"1226",5909,58,"Ensino Fundamental","Do Lar",3255.939518,"Baixo Risco"
"1227",5912,55,"Ensino Superior","Trabalho Manual",63375.51588,"Baixo Risco"
"1228",5913,51,"Ensino Superior","Gerente",70194.73035,"Baixo Risco"
"1229",5917,38,"Ensino Medio","Trabalho Manual",34647.62443,"Alto Risco"
"1230",5918,29,"Ensino Medio","Trabalho Manual",47620.74604,"Alto Risco"
"1231",5921,43,"Ensino Superior","Profissional",159442.6078,"Baixo Risco"
"1232",5931,48,"Ensino Medio","Do Lar",0,"Baixo Risco"
"1233",5942,44,"Ensino Fundamental","Do Lar",6590.940822,"Alto Risco"
"1234",5943,47,"Mestrado","Profissional",101498.3795,"Alto Risco"
"1235",5950,50,"PhD","Medico",134152.4328,"Baixo Risco"
"1236",5954,39,"Ensino Superior","Trabalho Administrativo",44738.37225,"Baixo Risco"
"1237",5983,49,"PhD","Medico",173893.6196,"Baixo Risco"
"1238",5995,19,"Ensino Medio","Trabalho Administrativo",5335.634828,"Alto Risco"
"1239",6002,45,"Ensino Superior","Do Lar",47389.47364,"Baixo Risco"
"1240",6005,38,"Ensino Medio","Do Lar",23535.72638,"Baixo Risco"
"1241",6009,56,"Ensino Superior","Do Lar",25890.50049,"Baixo Risco"
"1242",6011,59,"Ensino Superior","Do Lar",28817.71852,"Baixo Risco"
"1243",6012,31,"Mestrado","Profissional",86263.55171,"Baixo Risco"
"1244",6019,51,"Mestrado","Advogado",93784.8187,"Baixo Risco"
"1245",6021,40,"Ensino Medio","Gerente",140171.2157,"Alto Risco"
"1246",6029,49,"Ensino Fundamental","Trabalho Manual",39219.52108,"Alto Risco"
"1247",6036,50,"Ensino Medio","Trabalho Manual",45214.61903,"Alto Risco"
"1248",6037,39,"Ensino Superior","Profissional",93076.98863,"Baixo Risco"
"1249",6038,55,"PhD","Medico",162584.8434,"Baixo Risco"
"1250",6043,48,"Ensino Fundamental","Trabalho Administrativo",38896.1282,"Baixo Risco"
"1251",6045,58,"Mestrado","Advogado",73463.42426,"Baixo Risco"
"1252",6047,57,"Mestrado","Advogado",106140.3004,"Alto Risco"
"1253",6048,49,"PhD","Medico",112039.229,"Baixo Risco"
"1254",6061,32,"Mestrado","Trabalho Administrativo",62614.51598,"Alto Risco"
"1255",6063,54,"Ensino Superior","Do Lar",38349.2612,"Baixo Risco"
"1256",6064,31,"Ensino Fundamental","Trabalho Administrativo",15291.71715,"Baixo Risco"
"1257",6068,49,"Ensino Fundamental","Trabalho Manual",42071.2656,"Alto Risco"
"1258",6069,52,"PhD","Gerente",201192.0886,"Baixo Risco"
"1259",6070,42,"Ensino Medio","Trabalho Manual",52292.13547,"Alto Risco"
"1260",6071,31,"Ensino Medio","Trabalho Administrativo",48316.79994,"Baixo Risco"
"1261",6074,30,"Ensino Medio","Gerente",63424.52712,"Alto Risco"
"1262",6079,53,"PhD","Medico",180034.452,"Alto Risco"
"1263",6082,53,"Mestrado","Gerente",114178.612,"Baixo Risco"
"1264",6088,27,"Ensino Medio","Trabalho Manual",43915.38858,"Alto Risco"
"1265",6094,52,"Mestrado","Gerente",115756.2609,"Baixo Risco"
"1266",6095,51,"Ensino Medio","Trabalho Manual",57781.75081,"Baixo Risco"
"1267",6098,35,"Mestrado","Gerente",86996.87947,"Alto Risco"
"1268",6102,38,"Ensino Superior","Trabalho Administrativo",40342.078,"Baixo Risco"
"1269",6105,35,"Ensino Superior","Trabalho Manual",65102.49198,"Alto Risco"
"1270",6113,46,"Mestrado","Advogado",132560.3331,"Baixo Risco"
"1271",6116,45,"Ensino Medio","Trabalho Manual",39471.57318,"Baixo Risco"
"1272",6120,52,"Ensino Medio","Gerente",114635.2761,"Baixo Risco"
"1273",6121,47,"PhD","Do Lar",0,"Baixo Risco"
"1274",6126,55,"Ensino Superior","Profissional",70838.81205,"Baixo Risco"
"1275",6144,48,"Mestrado","Advogado",78890.1831,"Baixo Risco"
"1276",6145,46,"Ensino Superior","Do Lar",0,"Baixo Risco"
"1277",6153,41,"Ensino Superior","Profissional",29936.04441,"Alto Risco"
"1278",6156,47,"Ensino Superior","Profissional",127129.4996,"Baixo Risco"
"1279",6159,46,"Ensino Fundamental","Trabalho Manual",30110.60305,"Baixo Risco"
"1280",6162,48,"Ensino Fundamental","Trabalho Administrativo",14522.10457,"Baixo Risco"
"1281",6184,45,"Ensino Fundamental","Trabalho Administrativo",24178.29356,"Alto Risco"
"1282",6188,48,"PhD","Gerente",208667.2088,"Alto Risco"
"1283",6189,55,"Ensino Medio","Profissional",83076.31857,"Baixo Risco"
"1284",6191,56,"Ensino Superior","Profissional",76000,"Baixo Risco"
"1285",6211,42,"Mestrado","Advogado",106193.8331,"Alto Risco"
"1286",6216,35,"Ensino Medio","Trabalho Administrativo",31615.63324,"Baixo Risco"
"1287",6218,35,"Ensino Medio","Trabalho Manual",50871.57376,"Alto Risco"
"1288",6222,57,"Ensino Medio","Trabalho Manual",79670.32868,"Alto Risco"
"1289",6235,53,"Ensino Fundamental","Trabalho Manual",55861.01312,"Baixo Risco"
"1290",6245,43,"Ensino Superior","Profissional",116043.5147,"Baixo Risco"
"1291",6248,42,"Ensino Medio","Estudante",9949.973393,"Alto Risco"
"1292",6253,46,"Ensino Medio","Trabalho Administrativo",33000,"Baixo Risco"
"1293",6256,53,"Mestrado","Profissional",48421.4242,"Baixo Risco"
"1294",6257,35,"Ensino Medio","Trabalho Administrativo",18004.48121,"Alto Risco"
"1295",6259,58,"Ensino Superior","Trabalho Manual",38461.9684,"Baixo Risco"
"1296",6266,59,"Ensino Superior","Profissional",110322.8779,"Baixo Risco"
"1297",6268,44,"Ensino Fundamental","Trabalho Administrativo",16800.15433,"Baixo Risco"
"1298",6275,41,"Ensino Superior","Profissional",67014.27454,"Baixo Risco"
"1299",6280,54,"Ensino Superior","Profissional",55977.01719,"Alto Risco"
"1300",6283,47,"Mestrado","Profissional",76000,"Baixo Risco"
"1301",6288,48,"Ensino Medio","Trabalho Manual",53412.09518,"Baixo Risco"
"1302",6289,41,"Ensino Fundamental","Estudante",7593.624796,"Baixo Risco"
"1303",6301,44,"Ensino Fundamental","Trabalho Administrativo",33000,"Baixo Risco"
"1304",6308,56,"PhD","Gerente",132114.9556,"Baixo Risco"
"1305",6314,56,"PhD","Medico",188809.2829,"Baixo Risco"
"1306",6315,61,"Mestrado","Gerente",80152.94832,"Baixo Risco"
"1307",6316,42,"PhD","Medico",151826.341,"Alto Risco"
"1308",6317,47,"Ensino Superior","Trabalho Manual",54467.20437,"Baixo Risco"
"1309",6318,47,"Mestrado","Advogado",113495.8889,"Baixo Risco"
"1310",6323,38,"Ensino Medio","Estudante",12215.90786,"Alto Risco"
"1311",6329,19,"Ensino Medio","Gerente",3871.044425,"Alto Risco"
"1312",6336,40,"Ensino Fundamental","Do Lar",2291.682702,"Baixo Risco"
"1313",6341,39,"Ensino Medio","Trabalho Manual",58000,"Alto Risco"
"1314",6348,28,"Ensino Fundamental","Trabalho Administrativo",11099.77119,"Baixo Risco"
"1315",6349,43,"Ensino Medio","Trabalho Manual",50754.68195,"Baixo Risco"
"1316",6365,52,"Ensino Superior","Gerente",31518.64208,"Baixo Risco"
"1317",6372,54,"PhD","Advogado",164419.7554,"Baixo Risco"
"1318",6376,50,"Ensino Superior","Do Lar",12000,"Baixo Risco"
"1319",6378,50,"PhD","Medico",109950.1712,"Baixo Risco"
"1320",6379,51,"Ensino Medio","Trabalho Manual",72333.74436,"Alto Risco"
"1321",6382,36,"Ensino Medio","Profissional",45589.57499,"Baixo Risco"
"1322",6383,55,"Ensino Superior","Trabalho Manual",58000,"Alto Risco"
"1323",6389,45,"Ensino Medio","Estudante",0,"Baixo Risco"
"1324",6390,45,"Ensino Superior","Gerente",152562.5893,"Baixo Risco"
"1325",6392,57,"Ensino Medio","Do Lar",14988.66177,"Baixo Risco"
"1326",6394,43,"Mestrado","Medico",166191.9437,"Baixo Risco"
"1327",6402,55,"PhD","Advogado",113533.8376,"Baixo Risco"
"1328",6404,45,"Ensino Fundamental","Trabalho Administrativo",8467.313657,"Alto Risco"
"1329",6405,54,"PhD","Medico",246163.8893,"Baixo Risco"
"1330",6406,56,"Ensino Fundamental","Estudante",6300,"Baixo Risco"
"1331",6409,38,"Ensino Superior","Gerente",142002.162,"Baixo Risco"
"1332",6410,32,"Ensino Superior","Profissional",72188.22626,"Baixo Risco"
"1333",6411,48,"Ensino Superior","Gerente",80521.86869,"Baixo Risco"
"1334",6421,46,"Ensino Fundamental","Trabalho Manual",35852.40927,"Baixo Risco"
"1335",6428,43,"Ensino Superior","Profissional",53430.96263,"Alto Risco"
"1336",6429,41,"Ensino Superior","Do Lar",6712.467407,"Baixo Risco"
"1337",6432,49,"Ensino Superior","Trabalho Administrativo",45470.94244,"Baixo Risco"
"1338",6436,44,"Mestrado","Gerente",134967.2329,"Baixo Risco"
"1339",6437,50,"Ensino Superior","Trabalho Manual",46952.242,"Baixo Risco"
"1340",6438,47,"Mestrado","Advogado",69692.22251,"Baixo Risco"
"1341",6445,57,"Ensino Superior","Profissional",97083.20708,"Baixo Risco"
"1342",6447,48,"Ensino Fundamental","Trabalho Administrativo",14410.28182,"Alto Risco"
"1343",6450,39,"PhD","Medico",192425.6366,"Baixo Risco"
"1344",6462,54,"Ensino Superior","Gerente",46074.48092,"Baixo Risco"
"1345",6467,43,"Ensino Medio","Estudante",0,"Alto Risco"
"1346",6478,51,"PhD","Gerente",95712.87457,"Baixo Risco"
"1347",6484,38,"Ensino Superior","Profissional",116933.1404,"Baixo Risco"
"1348",6492,40,"Ensino Superior","Trabalho Manual",90377.47946,"Alto Risco"
"1349",6497,57,"Mestrado","Gerente",86232.27364,"Baixo Risco"
"1350",6504,45,"Mestrado","Advogado",103134.0126,"Baixo Risco"
"1351",6505,53,"Ensino Superior","Trabalho Manual",69268.40116,"Baixo Risco"
"1352",6513,39,"Ensino Medio","Trabalho Manual",23093.67921,"Baixo Risco"
"1353",6525,45,"Ensino Superior","Gerente",37407.22492,"Baixo Risco"
"1354",6526,57,"Mestrado","Gerente",111970.0372,"Alto Risco"
"1355",6528,41,"Ensino Superior","Estudante",50.23174925,"Baixo Risco"
"1356",6540,34,"Ensino Superior","Profissional",62044.46442,"Baixo Risco"
"1357",6542,47,"Mestrado","Advogado",80577.05715,"Baixo Risco"
"1358",6544,44,"Ensino Fundamental","Trabalho Administrativo",27127.48745,"Baixo Risco"
"1359",6548,40,"Ensino Superior","Gerente",122543.4211,"Baixo Risco"
"1360",6552,49,"Mestrado","Advogado",122192.0953,"Baixo Risco"
"1361",6558,50,"Ensino Superior","Trabalho Manual",53567.50583,"Baixo Risco"
"1362",6567,53,"Mestrado","Gerente",86099.784,"Baixo Risco"
"1363",6569,34,"Ensino Superior","Trabalho Manual",34886.90619,"Alto Risco"
"1364",6572,44,"Mestrado","Advogado",178863.6141,"Baixo Risco"
"1365",6577,46,"PhD","Gerente",87000,"Baixo Risco"
"1366",6581,50,"Mestrado","Gerente",56566.47,"Alto Risco"
"1367",6588,55,"Ensino Medio","Do Lar",37793.59703,"Alto Risco"
"1368",6591,38,"Ensino Medio","Do Lar",20145.1068,"Baixo Risco"
"1369",6594,37,"Mestrado","Gerente",91045.1328,"Alto Risco"
"1370",6600,40,"Mestrado","Advogado",85272.80139,"Alto Risco"
"1371",6602,40,"Ensino Superior","Trabalho Manual",51400.80057,"Baixo Risco"
"1372",6604,58,"PhD","Medico",220177.831,"Baixo Risco"
"1373",6605,54,"Ensino Superior","Gerente",79314.6844,"Baixo Risco"
"1374",6614,63,"Ensino Superior","Profissional",54296.81414,"Baixo Risco"
"1375",6616,30,"Ensino Medio","Gerente",102113.098,"Baixo Risco"
"1376",6621,48,"Ensino Superior","Trabalho Manual",64916.01691,"Alto Risco"
"1377",6640,51,"Ensino Superior","Trabalho Manual",103328.488,"Baixo Risco"
"1378",6641,27,"Ensino Fundamental","Trabalho Manual",58000,"Alto Risco"
"1379",6643,53,"PhD","Medico",109039.9867,"Baixo Risco"
"1380",6644,43,"Mestrado","Advogado",158179.9503,"Baixo Risco"
"1381",6649,48,"Ensino Medio","Trabalho Manual",63259.53768,"Alto Risco"
"1382",6650,47,"Ensino Medio","Trabalho Manual",53757.65481,"Baixo Risco"
"1383",6655,50,"Ensino Medio","Estudante",15905.36387,"Alto Risco"
"1384",6661,49,"Ensino Fundamental","Trabalho Administrativo",34049.75151,"Baixo Risco"
"1385",6672,46,"Mestrado","Advogado",69158.01809,"Alto Risco"
"1386",6677,64,"PhD","Gerente",116518.4437,"Baixo Risco"
"1387",6688,45,"Ensino Superior","Gerente",91324.16179,"Baixo Risco"
"1388",6689,44,"Mestrado","Advogado",88000,"Baixo Risco"
"1389",6691,56,"PhD","Gerente",222379.0142,"Baixo Risco"
"1390",6692,36,"Ensino Medio","Estudante",20800.20879,"Baixo Risco"
"1391",6694,46,"Ensino Fundamental","Trabalho Administrativo",21237.9468,"Alto Risco"
"1392",6702,36,"Ensino Superior","Estudante",0,"Alto Risco"
"1393",6714,46,"Ensino Medio","Trabalho Administrativo",45995.54959,"Baixo Risco"
"1394",6716,39,"Ensino Superior","Do Lar",5538.348022,"Baixo Risco"
"1395",6724,36,"Ensino Medio","Estudante",12938.49572,"Baixo Risco"
"1396",6725,47,"PhD","Advogado",153940.7997,"Baixo Risco"
"1397",6730,56,"Mestrado","Advogado",13613.65945,"Baixo Risco"
"1398",6735,48,"Ensino Medio","Trabalho Manual",44807.74723,"Alto Risco"
"1399",6738,40,"Ensino Superior","Trabalho Manual",46394.74579,"Baixo Risco"
"1400",6739,37,"Ensino Superior","Estudante",32519.74533,"Baixo Risco"
"1401",6743,55,"Mestrado","Profissional",146240.197,"Baixo Risco"
"1402",6747,51,"Ensino Superior","Profissional",134582.169,"Baixo Risco"
"1403",6750,40,"Ensino Medio","Trabalho Manual",67700.10302,"Alto Risco"
"1404",6751,47,"Mestrado","Do Lar",0,"Alto Risco"
"1405",6753,26,"Ensino Fundamental","Estudante",0,"Baixo Risco"
"1406",6754,37,"Ensino Fundamental","Trabalho Manual",18127.1009,"Alto Risco"
"1407",6755,42,"PhD","Medico",113485.6873,"Baixo Risco"
"1408",6762,57,"Ensino Superior","Do Lar",14499.51626,"Baixo Risco"
"1409",6764,40,"PhD","Gerente",14534.62357,"Baixo Risco"
"1410",6772,36,"Ensino Fundamental","Trabalho Manual",38317.09829,"Alto Risco"
"1411",6774,55,"Ensino Superior","Trabalho Manual",109257.8339,"Baixo Risco"
"1412",6787,46,"Ensino Medio","Trabalho Administrativo",35361.77468,"Baixo Risco"
"1413",6789,49,"Ensino Medio","Trabalho Administrativo",45450.98264,"Baixo Risco"
"1414",6793,46,"PhD","Trabalho Manual",38871.1425,"Baixo Risco"
"1415",6798,59,"Ensino Medio","Trabalho Administrativo",40877.86483,"Baixo Risco"
"1416",6799,41,"Ensino Fundamental","Trabalho Manual",27613.09527,"Baixo Risco"
"1417",6800,50,"Ensino Superior","Profissional",90941.76705,"Baixo Risco"
"1418",6802,50,"Ensino Medio","Trabalho Manual",67452.97435,"Baixo Risco"
"1419",6808,30,"Ensino Medio","Do Lar",37307.29695,"Baixo Risco"
"1420",6809,67,"Mestrado","Advogado",56946.4885,"Baixo Risco"
"1421",6812,48,"Ensino Medio","Do Lar",32255.90299,"Baixo Risco"
"1422",6814,48,"Ensino Fundamental","Trabalho Manual",48198.36186,"Alto Risco"
"1423",6816,35,"Ensino Medio","Trabalho Manual",71826.73761,"Baixo Risco"
"1424",6822,39,"Ensino Medio","Trabalho Administrativo",26726.70582,"Baixo Risco"
"1425",6829,59,"Ensino Superior","Trabalho Manual",46086.96352,"Baixo Risco"
"1426",6834,40,"Ensino Medio","Trabalho Manual",34511.63245,"Alto Risco"
"1427",6836,40,"Ensino Fundamental","Trabalho Administrativo",19984.04645,"Baixo Risco"
"1428",6839,41,"PhD","Advogado",152677.1814,"Baixo Risco"
"1429",6840,50,"Ensino Superior","Do Lar",0,"Baixo Risco"
"1430",6843,56,"Ensino Fundamental","Trabalho Manual",91557.63487,"Baixo Risco"
"1431",6846,41,"Ensino Medio","Gerente",70478.17183,"Alto Risco"
"1432",6848,41,"Ensino Superior","Profissional",62802.57886,"Baixo Risco"
"1433",6852,29,"Ensino Superior","Profissional",74853.74758,"Baixo Risco"
"1434",6856,41,"Ensino Superior","Trabalho Administrativo",38813.31331,"Baixo Risco"
"1435",6860,48,"Ensino Superior","Trabalho Manual",51834.4603,"Baixo Risco"
"1436",6866,58,"Ensino Fundamental","Trabalho Administrativo",20575.21352,"Baixo Risco"
